1001	0
0	-0.711306
0.0004	-0.711683
0.0008	-0.712021
0.0012	-0.712336
0.0016	-0.712632
0.002	-0.712913
0.0024	-0.71318
0.0028	-0.713434
0.0032	-0.713677
0.0036	-0.713911
0.004	-0.714134
0.0044	-0.714349
0.0048	-0.714556
0.0052	-0.714755
0.0056	-0.714947
0.006	-0.715132
0.0064	-0.715311
0.0068	-0.715484
0.0072	-0.71565
0.0076	-0.715812
0.008	-0.715968
0.0084	-0.716119
0.0088	-0.716265
0.0092	-0.716406
0.0096	-0.716544
0.01	-0.716676
0.0104	-0.716805
0.0108	-0.71693
0.0112	-0.717051
0.0116	-0.717169
0.012	-0.717283
0.0124	-0.717393
0.0128	-0.717501
0.0132	-0.717605
0.0136	-0.717706
0.014	-0.717805
0.0144	-0.7179
0.0148	-0.717993
0.0152	-0.718084
0.0156	-0.718171
0.016	-0.718256
0.0164	-0.718339
0.0168	-0.71842
0.0172	-0.718498
0.0176	-0.718575
0.018	-0.718649
0.0184	-0.718721
0.0188	-0.718791
0.0192	-0.71886
0.0196	-0.718926
0.02	-0.718991
0.0204	-0.719054
0.0208	-0.719116
0.0212	-0.719175
0.0216	-0.719234
0.022	-0.71929
0.0224	-0.719346
0.0228	-0.7194
0.0232	-0.719452
0.0236	-0.719503
0.024	-0.719553
0.0244	-0.719602
0.0248	-0.719649
0.0252	-0.719695
0.0256	-0.719741
0.026	-0.719785
0.0264	-0.719827
0.0268	-0.719869
0.0272	-0.71991
0.0276	-0.71995
0.028	-0.719989
0.0284	-0.720027
0.0288	-0.720064
0.0292	-0.7201
0.0296	-0.720136
0.03	-0.72017
0.0304	-0.720204
0.0308	-0.720237
0.0312	-0.720269
0.0316	-0.720301
0.032	-0.720331
0.0324	-0.720361
0.0328	-0.720391
0.0332	-0.72042
0.0336	-0.720448
0.034	-0.720475
0.0344	-0.720502
0.0348	-0.720528
0.0352	-0.720554
0.0356	-0.720579
0.036	-0.720604
0.0364	-0.720628
0.0368	-0.720652
0.0372	-0.720675
0.0376	-0.720698
0.038	-0.72072
0.0384	-0.720742
0.0388	-0.720763
0.0392	-0.720784
0.0396	-0.720804
0.04	-0.720824
0.0404	-0.720844
0.0408	-0.720863
0.0412	-0.720882
0.0416	-0.720901
0.042	-0.720919
0.0424	-0.720937
0.0428	-0.720954
0.0432	-0.720972
0.0436	-0.720988
0.044	-0.721005
0.0444	-0.721021
0.0448	-0.721037
0.0452	-0.721053
0.0456	-0.721068
0.046	-0.721083
0.0464	-0.721098
0.0468	-0.721113
0.0472	-0.721127
0.0476	-0.721141
0.048	-0.721155
0.0484	-0.721169
0.0488	-0.721182
0.0492	-0.721195
0.0496	-0.721208
0.05	-0.721221
0.0504	-0.721234
0.0508	-0.721246
0.0512	-0.721258
0.0516	-0.72127
0.052	-0.721282
0.0524	-0.721293
0.0528	-0.721305
0.0532	-0.721316
0.0536	-0.721327
0.054	-0.721338
0.0544	-0.721348
0.0548	-0.721359
0.0552	-0.721369
0.0556	-0.72138
0.056	-0.72139
0.0564	-0.7214
0.0568	-0.721409
0.0572	-0.721419
0.0576	-0.721429
0.058	-0.721438
0.0584	-0.721447
0.0588	-0.721456
0.0592	-0.721465
0.0596	-0.721474
0.06	-0.721483
0.0604	-0.721492
0.0608	-0.7215
0.0612	-0.721509
0.0616	-0.721517
0.062	-0.721525
0.0624	-0.721533
0.0628	-0.721541
0.0632	-0.721549
0.0636	-0.721557
0.064	-0.721565
0.0644	-0.721572
0.0648	-0.72158
0.0652	-0.721587
0.0656	-0.721594
0.066	-0.721602
0.0664	-0.721609
0.0668	-0.721616
0.0672	-0.721623
0.0676	-0.72163
0.068	-0.721636
0.0684	-0.721643
0.0688	-0.72165
0.0692	-0.721656
0.0696	-0.721663
0.07	-0.721669
0.0704	-0.721676
0.0708	-0.721682
0.0712	-0.721688
0.0716	-0.721694
0.072	-0.7217
0.0724	-0.721706
0.0728	-0.721712
0.0732	-0.721718
0.0736	-0.721724
0.074	-0.72173
0.0744	-0.721735
0.0748	-0.721741
0.0752	-0.721747
0.0756	-0.721752
0.076	-0.721757
0.0764	-0.721763
0.0768	-0.721768
0.0772	-0.721773
